site_numeric,site,longitude_reported,latitude_reported,longitude_snapped,latitude_snapped,distance_snapped,catchment_area_reported,river_width,catchment_area_snapped,catchment_area_h90m,order_orig_coords,order_snapped_coords,slope_channel,elevation_m
98,Borges2015_1278,48.8825,-18.76186,48.88291667,-18.76291667,125.5590406,NA,22,83.8835907,83.70401764,4,4,0,23
101,Borges2015_1236,47.49414,-18.69511,47.49458333,-18.69458333,74.98420299,NA,6.5,20.29344177,0.008178281,NA,4,0,1280
104,Borges2015_1287,48.25039,-18.64811,48.25208333,-18.64875,192.2896548,NA,5,0.368260413,0.264098674,1,1,0.003104,907
105,Borges2015_1280,48.97061,-18.64619,48.97125,-18.64708333,120.1926797,NA,17,43.82302094,0.012076261,NA,5,0.0141,21
110,Borges2015_1240,47.25011,-18.48833,47.24875,-18.48791667,150.7733323,NA,20,199.8845367,199.8034363,6,6,0,1247
113,Borges2015_1232,47.88136,-18.41253,47.88125,-18.41125,142.9618332,NA,23,711.5818481,0.11448209,1,6,0,1246
116,Borges2015_1233,47.89008,-18.32397,47.88958333,-18.32291667,128.4671491,NA,11,202.197403,0.659778118,2,6,0,1165
117,Borges2015_1244,47.31519,-18.30181,47.31541667,-18.30041667,156.9442791,NA,13.5,28.52262497,0.008231146,NA,4,0,1331
118,Borges2015_1245,47.21611,-18.25919,47.21625,-18.25791667,142.5173768,NA,7,32.57114792,0.022757102,NA,4,0,1536
121,Borges2015_1286,48.25033,-18.21847,48.24958333,-18.21875,84.88187217,NA,7,112.0206604,0.037567608,NA,5,0.008536,910
122,Borges2015_1241,47.04228,-18.19653,47.04125,-18.19708333,125.1351293,NA,17.5,152.7058868,0.008964583,NA,6,0,1070
125,Borges2015_1262,47.27586,-18.09456,47.27708333,-18.09375,157.7554047,NA,7.5,33.38565063,33.16766357,4,4,0.010846,1293
126,Borges2015_1247,47.39497,-18.02519,47.39541667,-18.02458333,82.44055532,NA,18,67.60684967,67.55165863,5,5,0,950
141,Borges2015_1266,47.92281,-17.68911,47.92291667,-17.68791667,133.3220811,NA,8,91.40214539,91.35025787,5,5,0,1072
142,Borges2015_1260,46.98811,-17.68272,46.98708333,-17.68208333,129.9220354,NA,22,410.1115112,0.019339075,NA,6,0,689
145,Scheu Creek (SC),146.003518,-17.581022,146.00375,-17.58041667,71.74209837,5.2,6,4.921554565,0.008228926,NA,3,0.01552,19
161,Borges2015_1392,46.862424,-16.922945,46.86291667,-16.92125,195.8458066,NA,24,244.0140991,0.145196259,1,6,0,46
169,Achumani-Achumani,-68.063908,-16.471701,-68.06458333,-16.47208333,83.71836198,230,19,138.8784485,0.124821305,1,5,0.055981,3701
171,Zongo-Zongo,-68.11885,-16.253122,-68.11875,-16.25208333,116.1166964,260,5,21.13461494,20.96616745,4,4,0.054256,4229
188,Little Chongwe,28.84497,-15.9487,28.84458333,-15.94708333,184.6640687,NA,12,140250.8438,49601.9375,NA,10,0,372
196,Yara-Yara Caranavi,-67.506352,-15.793889,-67.50458333,-15.79375,190.0849005,340,22,285.6054382,22.93218613,4,6,0,719
233,Lago Langui-Layo-Langui,-71.284855,-14.43456,-71.28458333,-14.43375,94.8058575,470,12,470.6614685,0.453818917,2,5,0.013021,3957
243,Novo-Novo,-59.708093,-14.158235,-59.70958333,-14.15791667,164.7207115,150,16,1059.629272,0.008325611,NA,7,0,228
246,Salcca-Salcca,-71.427095,-14.107002,-71.42541667,-14.10625,199.5999268,3190,20,1594.695313,0.029544037,NA,6,0,3455
260,Borges2015_1141,30.70447,-13.15467,30.70458333,-13.15625,176.3133155,NA,6,129.0072174,124.1257935,6,6,0.043034,1412
261,Borges2015_1140,30.70336,-13.15412,30.70458333,-13.15541667,196.010118,NA,12,128.95755,107.2654114,6,6,0.095483,1431
262,Borges2015_1139,30.70293,-13.15368,30.70375,-13.15291667,122.9694656,NA,9.5,128.66745,19.26833344,NA,6,0.233282,1495
272,Pimenta Bueno-PB-1,-60.330414,-12.855482,-60.33041667,-12.85708333,178.2598462,130,9,143.2759552,143.2009888,5,5,0,377
276,New Colpita,-69.288486,-12.828343,-69.28958333,-12.82791667,128.2128555,7.1,8,0.374493897,0.008415041,NA,2,0.023006,200
277,Comemorao-COM-1,-60.191575,-12.712122,-60.19125,-12.71041667,193.0895133,160,12,0.053205438,0.009216014,NA,1,0.015337,507
284,Howard River 3,131.136783,-12.553833,131.13625,-12.55291667,117.3000707,NA,5.5,49.00650406,0.008381056,NA,5,0.000767,28
285,Howard River 4,131.123433,-12.525283,131.12375,-12.52541667,37.5246515,NA,6.5,67.78559113,67.78559113,5,5,0.001534,24
286,Howard River 5,131.112099,-12.503787,131.1120833,-12.50541667,181.4216533,NA,8,81.97528839,0.042716008,NA,5,0.003252,18
287,Howard River 6,131.089917,-12.491383,131.09125,-12.49041667,180.4463884,NA,15,121.116745,0.009442682,NA,5,0,16
288,Howard River 7,131.085298,-12.478917,131.0845833,-12.47875,79.87051638,NA,11,0.061316069,0.009847452,NA,1,0.000767,12
289,Howard River 8,131.0878,-12.470067,131.0870833,-12.46875,166.017456,NA,7.5,6.882004738,0.008466762,NA,3,0.006135,12
293,Howard River 9,131.08382,-12.462466,131.08375,-12.46125,135.578175,126,8,159.0042419,141.9360657,NA,5,0,6
294,LUN.1,26.79241,-12.26056,26.79208333,-12.26208333,173.2598649,591,16,591.9821167,0.011596769,NA,7,0.00651,1268
295,LUN.1,26.79227,-12.26042,26.79208333,-12.26208333,186.2714967,591,16,591.9821167,0.011596769,NA,7,0.00651,1268
297,KAB.1,25.250554,-11.888676,25.25125,-11.88875,76.2626298,1083,10,1074.454346,0.021200223,NA,6,0,1310
298,KAB.1,25.25051,-11.88855,25.25125,-11.88875,83.62751909,1083,11.5,1074.454346,0.021200223,NA,6,0,1310
299,Borges2015_1135,31.49518,-11.73076,31.49458333,-11.73041667,75.43266774,NA,10,108.999054,108.9343033,5,5,0.053166,1383
300,Borges2015_1136,31.49466,-11.73056,31.49458333,-11.73041667,18.01150339,NA,10,108.999054,108.999054,5,5,0.053166,1383
304,Bamburro,-61.574831,-11.620371,-61.57541667,-11.61875,191.415532,NA,22,836.6869507,836.6260986,6,6,0,187
308,Piarara,-61.440832,-11.445209,-61.44125,-11.44625,124.5348545,NA,11,132.0504456,132.0112762,5,5,0,167
313,Esmeril,-62.774556,-11.056039,-62.77291667,-11.05625,180.6363213,NA,5,68.11089325,67.77103424,5,5,0,227
316,Mandi,-62.167126,-10.991688,-62.16541667,-10.99125,193.0502565,NA,12,394.9223022,0.008810854,NA,6,0,167
324,Borges2015_1137,32.00543,-10.75313,32.00625,-10.75208333,147.0305156,NA,17,630.6769409,0.038885821,NA,6,0.024656,1347
327,Miolo,-61.99107,-10.749863,-61.99125,-10.74958333,36.83418236,NA,9,132.6502686,132.6502686,5,5,0.023873,143
328,Borges2015_1138,32.00336,-10.74828,32.00375,-10.74791667,58.78061431,NA,17,631.1749268,631.1749268,6,6,0.080904,1320
329,Boa Vista,-62.102517,-10.732514,-62.10125,-10.73291667,145.6438823,NA,11,87.30773926,0.013864939,NA,5,0.001084,156
339,Purus -  Catuaba,-67.614713,-10.048288,-67.61458333,-10.04791667,43.71187173,NA,20,11.94060612,11.94060612,4,4,0,169
342,aff,-55.997032,-9.832876,-55.99625,-9.83375,129.7033975,13.09823,5,3.811928511,3.743661642,3,3,0,288
343,afp,-55.987789,-9.829846,-55.98708333,-9.829583333,82.74009932,1.466219,5.5,0.738423944,0.259517074,NA,2,0,268
365,Borges2015_1133,31.23948,-8.59647,31.23958333,-8.59625,27.00254162,NA,23,3220.926758,3220.926758,8,8,0.311931,1178
371,cu1,-63.476353,-8.092318,-63.47541667,-8.09375,189.8957875,1.041274,5,30.0171032,3.094746828,NA,4,0,71
372,cu2,-63.480645,-8.085085,-63.47958333,-8.08625,174.6709762,0.854367,5,13.26713848,10.15596962,3,4,0,77
384,Borges2015_1414,39.33958,-4.4215,39.33958333,-4.422916667,157.7030459,NA,16,1278.388184,1278.216553,7,7,0,33
385,Congo River basin,20.32806,-4.3944,20.32791667,-4.392916667,165.8885147,NA,16,2869.313721,0.102553755,1,7,0,361
392,Congo River basin,20.379914,-4.320338,20.38125,-4.319583333,170.4421094,NA,12,0.761263788,0.103864633,1,NA,0,364
