site_numeric,GPP_yr,NPP_yr,wetland_cover,peatland_cover,nee_yr
405,2502.3566186474595,906.9262625050022,0,13.35672500916481,-29.968098640441895
406,2502.3566186474595,906.9262625050022,0,13.35672500916481,-29.968098640441895
407,2502.3566186474595,906.9262625050022,0,13.35672500916481,-29.968098640441895
408,2537.5462962962965,883.412962962963,0,2.848999600350406,-26.00387477874756
409,2502.3566186474595,906.9262625050022,0,13.35672500916481,-29.968098640441895
410,2412.4255485988997,1183.8055905861363,0,4.782258823158749,-26.00387477874756
411,2412.4255485988997,1183.8055905861363,0,4.782258823158749,-26.00387477874756
412,2412.4255485988997,1183.8055905861363,0,4.782258823158749,-26.00387477874756
413,2412.4255485988997,1183.8055905861363,0,4.782258823158749,-26.00387477874756
414,2412.4255485988997,1183.8055905861363,0,4.782258823158749,-26.00387477874756
415,2412.4255485988997,1183.8055905861363,0,4.782258823158749,-26.00387477874756
416,2412.4255485988997,1183.8055905861363,0,4.782258823158749,-26.00387477874756
417,2412.4255485988997,1183.8055905861363,0,4.782258823158749,-26.00387477874756
418,2412.4255485988997,1183.8055905861363,0,4.782258823158749,-26.00387477874756
419,2412.4255485988997,1183.8055905861363,0,4.782258823158749,-26.00387477874756
420,2412.4255485988997,1183.8055905861363,0,4.782258823158749,-26.00387477874756
421,2412.4255485988997,1183.8055905861363,0,4.782258823158749,-26.00387477874756
422,2412.569784599006,1183.5129341000334,0,0,-26.00387477874756
423,2042.5448927279836,910.044908827202,0,0,-0.8059064745903015
425,2498.9712956195863,854.7783255155911,0,0,-27.36465072631836
426,1486.5531177951682,642.0795393535969,0,0,-28.137377738952637
427,1488.1798594163831,642.272695455087,0,0,-28.137377738952637
428,2625.4888932261665,1459.256196792153,0,7.992182715942992,-11.554902100563048
429,2756.9868556217557,1098.0903199218756,0,17.079661850653405,-11.554902100563048
433,1862.7701718882504,897.9086355682816,0,0.23436110486324208,-35.55599842071533
