Ref	Extractor	Site name	day	month	year	time	Measurement	Latitude	Longitude	LakeType	Elevation	Climate	Watershed area	Watershed LULC	Surface area_m2	Circumference	Volume	Mean depth	Max depth	CO2	CO2_units	CO2_avg_n	CO2_uncert_val	CO2_uncert_text	CO2_method_cat	CO2_method	CO2_instrument	CH4	CH4_units	CH4_avg_text	CH4_avg_n	CH4_uncert_val	CH4_uncert_text	CH4_instrument	N2O	N2O_avg_text	N2O_uncert_val	N2O_uncert_text	N2O_n	N2O_units	N2O_instrument	F_CO2	FCO2_avg_text	F_CO2_uncert_val	F_CO2_uncert_text	F_CO2_n	F_CO2_method	F_CO2_units	FCH4_diff_avg_val	FCH4_diff_avg_text	FCH4_diff_avg_n	FCH4_diff_uncert_val	FCH4_diff_uncert_text	F_CH4_method	F_CH4_units	FCH4_ebb_avg_val	FCH4_ebb_avg_text	FCH4_ebb_avg_n	FCH4_ebb_uncert_val	FCH4_ebb_uncert_text	F_CH4_methods	FN2O_avg_val	FN2O_avg_text	FN2O_avg_n	FN2O_uncert_val	FN2O_uncert_text	FN2O_UNITS	Max depth	Mean depth	Secchi depth	Sample depth	Stratification	Residence_time	Temperature	DO_mg	pH	Conductivity	k	k600	k_units	Trophic level index	Comments							
1015	Liwei Zhang	Baihua	15	12	2007			26.652092	106.512716	reservoir	1195	11			14500000		190000000	12	45																							47.37967914						mmol m-2 d-1							mmol m-2 d-1						concentration + k																												
1015	Liwei Zhang	Baihua	15	1	2008			26.652092	106.512716	reservoir	1195	11			14500000		190000000	12	45																							53.15508021						mmol m-2 d-1							mmol m-2 d-1						concentration + k																												
1015	Liwei Zhang	Baihua	15	2	2008			26.652092	106.512716	reservoir	1195	11			14500000		190000000	12	45																							23.63636364						mmol m-2 d-1							mmol m-2 d-1						concentration + k																												
1015	Liwei Zhang	Baihua	15	3	2008			26.652092	106.512716	reservoir	1195	11			14500000		190000000	12	45																							-7.807486631						mmol m-2 d-1							mmol m-2 d-1						concentration + k																												
1015	Liwei Zhang	Baihua	15	4	2008			26.652092	106.512716	reservoir	1195	11			14500000		190000000	12	45																							-9.732620321						mmol m-2 d-1							mmol m-2 d-1						concentration + k																												
1015	Liwei Zhang	Baihua	15	5	2008			26.652092	106.512716	reservoir	1195	11			14500000		190000000	12	45																							-5.882352941						mmol m-2 d-1							mmol m-2 d-1						concentration + k																												
1015	Liwei Zhang	Baihua	15	6	2008			26.652092	106.512716	reservoir	1195	11			14500000		190000000	12	45																							-9.732620321						mmol m-2 d-1							mmol m-2 d-1						concentration + k																												
1016	Liwei Zhang	Fuling	15	2	2008			29.739	107.368	reservoir	296	11			1084000000		39300000000																															mg m-2 h-1	0.163555556						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Fuling	15	3	2008			29.739	107.368	reservoir	296	11			1084000000		39300000000																															mg m-2 h-1	0.067555556						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Fuling	15	4	2008			29.739	107.368	reservoir	296	11			1084000000		39300000000																															mg m-2 h-1	0.241777778						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Fuling	15	6	2008			29.739	107.368	reservoir	296	11			1084000000		39300000000																															mg m-2 h-1	0.128						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Fuling	15	9	2008			29.739	107.368	reservoir	296	11			1084000000		39300000000																															mg m-2 h-1	0.126222222						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Fuling	15	12	2008			29.739	107.368	reservoir	296	11			1084000000		39300000000																															mg m-2 h-1	0.784375						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Kaixian	15	2	2008			30.912	108.536	reservoir	92	11			1084000000		39300000000																															mg m-2 h-1	0.087111111						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Kaixian	15	3	2008			30.912	108.536	reservoir	92	11			1084000000		39300000000																															mg m-2 h-1	0.225777778						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Kaixian	15	4	2008			30.912	108.536	reservoir	92	11			1084000000		39300000000																															mg m-2 h-1	0.113777778						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Kaixian	15	6	2008			30.912	108.536	reservoir	92	11			1084000000		39300000000																															mg m-2 h-1	0.352						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Kaixian	15	9	2008			30.912	108.536	reservoir	92	11			1084000000		39300000000																															mg m-2 h-1	0.168888889						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Kaixian	15	12	2008			30.912	108.536	reservoir	92	11			1084000000		39300000000																															mg m-2 h-1	0.90625						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Kaixian	15	2	2008			30.912	108.536	reservoir	92	11			1084000000		39300000000																															mg m-2 h-1	0.078571429						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Kaixian	15	3	2008			30.912	108.536	reservoir	92	11			1084000000		39300000000																															mg m-2 h-1	0.078571429						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Kaixian	15	4	2008			30.912	108.536	reservoir	92	11			1084000000		39300000000																															mg m-2 h-1	0.260714286						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Kaixian	15	6	2008			30.912	108.536	reservoir	92	11			1084000000		39300000000																															mg m-2 h-1	0.05						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Kaixian	15	9	2008			30.912	108.536	reservoir	92	11			1084000000		39300000000																															mg m-2 h-1	0.096428571						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Kaixian	15	12	2008			30.912	108.536	reservoir	92	11			1084000000		39300000000																															mg m-2 h-1	1.078125						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Wushan	15	2	2008			31.066	109.932	reservoir	65	14			1084000000		39300000000																															mg m-2 h-1	0.171428571						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Wushan	15	3	2008			31.066	109.932	reservoir	65	14			1084000000		39300000000																															mg m-2 h-1	0.076785714						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Wushan	15	4	2008			31.066	109.932	reservoir	65	14			1084000000		39300000000																															mg m-2 h-1	0.176785714						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Wushan	15	6	2008			31.066	109.932	reservoir	65	14			1084000000		39300000000																															mg m-2 h-1	0.094642857						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Wushan	15	9	2008			31.066	109.932	reservoir	65	14			1084000000		39300000000																															mg m-2 h-1	0.055357143						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Wushan	15	12	2008			31.066	109.932	reservoir	65	14			1084000000		39300000000																															mg m-2 h-1	0.828125						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Sandouping	15	2	2008			30.844	111.077	reservoir	66	11			1084000000		39300000000																															mg m-2 h-1	0.132142857						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Sandouping	15	3	2008			30.844	111.077	reservoir	66	11			1084000000		39300000000																															mg m-2 h-1	0.201785714						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Sandouping	15	4	2008			30.844	111.077	reservoir	66	11			1084000000		39300000000																															mg m-2 h-1	0.221428571						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Sandouping	15	6	2008			30.844	111.077	reservoir	66	11			1084000000		39300000000																															mg m-2 h-1	0.378571429						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Sandouping	15	9	2008			30.844	111.077	reservoir	66	11			1084000000		39300000000																															mg m-2 h-1	0.144642857						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Sandouping	15	12	2008			30.844	111.077	reservoir	66	11			1084000000		39300000000																															mg m-2 h-1	0.8875						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Yichang	15	2	2008			30.804	111.1645	reservoir	291	11			1084000000		39300000000																															mg m-2 h-1	0.142857143						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Yichang	15	3	2008			30.804	111.1645	reservoir	291	11			1084000000		39300000000																															mg m-2 h-1	0.091071429						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Yichang	15	4	2008			30.804	111.1645	reservoir	291	11			1084000000		39300000000																															mg m-2 h-1	0.175						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Yichang	15	6	2008			30.804	111.1645	reservoir	291	11			1084000000		39300000000																															mg m-2 h-1	0.066071429						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Yichang	15	9	2008			30.804	111.1645	reservoir	291	11			1084000000		39300000000																															mg m-2 h-1	0.3625						mg m-2 h-1						Floating chamber																												
1016	Liwei Zhang	Yichang	15	12	2008			30.804	111.1645	reservoir	291	11			1084000000		39300000000																															mg m-2 h-1	1.00625						mg m-2 h-1						Floating chamber																												
1017	Liwei Zhang	Zigui	12	6	2010			30.859766	110.989627	reservoir	152	11			1084000000		39300000000																															mg m-2 h-1	0.416479401						mg m-2 h-1						Floating chamber																												
1017	Liwei Zhang	Zigui	13	7	2010			30.859766	110.989627	reservoir	152	11			1084000000		39300000000																															mg m-2 h-1	0.035955056						mg m-2 h-1						Floating chamber																												
1017	Liwei Zhang	Zigui	28	7	2010			30.859766	110.989627	reservoir	152	11			1084000000		39300000000																															mg m-2 h-1	0.122846442						mg m-2 h-1						Floating chamber																												
1017	Liwei Zhang	Zigui	2	8	2010			30.859766	110.989627	reservoir	152	11			1084000000		39300000000																															mg m-2 h-1	0.101872659						mg m-2 h-1						Floating chamber																												
1017	Liwei Zhang	Zigui	20	8	2010			30.859766	110.989627	reservoir	152	11			1084000000		39300000000																															mg m-2 h-1	0.074906367						mg m-2 h-1						Floating chamber																												
1017	Liwei Zhang	Zigui	28	8	2010			30.859766	110.989627	reservoir	152	11			1084000000		39300000000																															mg m-2 h-1	0.056928839						mg m-2 h-1						Floating chamber																												
1017	Liwei Zhang	Zigui	12	9	2010			30.859766	110.989627	reservoir	152	11			1084000000		39300000000																															mg m-2 h-1	0.146816479						mg m-2 h-1						Floating chamber																												
1017	Liwei Zhang	Zigui	3	10	2010			30.859766	110.989627	reservoir	152	11			1084000000		39300000000																															mg m-2 h-1	0.065917603						mg m-2 h-1						Floating chamber																												
1017	Liwei Zhang	Wushan	10	6	2010			31.057	109.85	reservoir	67	14			1084000000		39300000000																															mg m-2 h-1	0.337423313						mg m-2 h-1						Floating chamber																												
1017	Liwei Zhang	Wushan	23	6	2010			31.057	109.85	reservoir	67	14			1084000000		39300000000																															mg m-2 h-1	0.061349693						mg m-2 h-1						Floating chamber																												
1017	Liwei Zhang	Wushan	20	7	2010			31.057	109.85	reservoir	67	14			1084000000		39300000000																															mg m-2 h-1	0.130368098						mg m-2 h-1						Floating chamber																												
1017	Liwei Zhang	Wushan	27	7	2010			31.057	109.85	reservoir	67	14			1084000000		39300000000																															mg m-2 h-1	0.099693252						mg m-2 h-1						Floating chamber																												
1017	Liwei Zhang	Wushan	10	8	2010			31.057	109.85	reservoir	67	14			1084000000		39300000000																															mg m-2 h-1	0.782208589						mg m-2 h-1						Floating chamber																												
1017	Liwei Zhang	Wushan	1	9	2010			31.057	109.85	reservoir	67	14			1084000000		39300000000																															mg m-2 h-1	0.176380368						mg m-2 h-1						Floating chamber																												
1017	Liwei Zhang	Wushan	10	9	2010			31.057	109.85	reservoir	67	14			1084000000		39300000000																															mg m-2 h-1	0.582822086						mg m-2 h-1						Floating chamber																												
1017	Liwei Zhang	Wushan	8	10	2010			31.057	109.85	reservoir	67	14			1084000000		39300000000																															mg m-2 h-1	0.268404908						mg m-2 h-1						Floating chamber																												
1017	Liwei Zhang	Yunyang	5	6	2010			30.952	108.653	reservoir	167	11			1084000000		39300000000																															mg m-2 h-1	0.892045455						mg m-2 h-1						Floating chamber																												
1017	Liwei Zhang	Yunyang	24	7	2010			30.952	108.653	reservoir	167	11			1084000000		39300000000																															mg m-2 h-1	0.267045455						mg m-2 h-1						Floating chamber																												
1017	Liwei Zhang	Yunyang	17	8	2010			30.952	108.653	reservoir	167	11			1084000000		39300000000																															mg m-2 h-1	0.619318182						mg m-2 h-1						Floating chamber																												
1017	Liwei Zhang	Yunyang	11	9	2010			30.952	108.653	reservoir	167	11			1084000000		39300000000																															mg m-2 h-1	0.625						mg m-2 h-1						Floating chamber																												
1017	Liwei Zhang	Yunyang	22	9	2010			30.952	108.653	reservoir	167	11			1084000000		39300000000																															mg m-2 h-1	0.840909091						mg m-2 h-1						Floating chamber																												
1017	Liwei Zhang	Yunyang	16	10	2010			30.952	108.653	reservoir	167	11			1084000000		39300000000																															mg m-2 h-1	0.346590909						mg m-2 h-1						Floating chamber																												
1018	Liwei Zhang	Ertan	15	5	2008			26.825069	101.775895	reservoir	1494	11			101000000		5800000000																															mg m-2 d-1	5.573248408						mg m-2 d-1						Floating chamber																												
1018	Liwei Zhang	Ertan	15	5	2008			26.825069	101.775895	reservoir	1494	11			101000000		5800000000																															mg m-2 d-1	6.108280255						mg m-2 d-1						Floating chamber																												
1018	Liwei Zhang	Ertan	15	5	2008			26.825069	101.775895	reservoir	1494	11			101000000		5800000000																															mg m-2 d-1	3.00955414						mg m-2 d-1						Floating chamber																												
1018	Liwei Zhang	Ertan	15	5	2008			26.825069	101.775895	reservoir	1494	11			101000000		5800000000																															mg m-2 d-1	1.761146497						mg m-2 d-1						Floating chamber																												
1018	Liwei Zhang	Ertan	15	5	2008			26.825069	101.775895	reservoir	1494	11			101000000		5800000000																															mg m-2 d-1	1.359872611						mg m-2 d-1						Floating chamber																												
1018	Liwei Zhang	Ertan	15	5	2008			26.825069	101.775895	reservoir	1494	11			101000000		5800000000																															mg m-2 d-1	0.780254777						mg m-2 d-1						Floating chamber																												
1018	Liwei Zhang	Ertan	15	10	2008			26.825069	101.775895	reservoir	1494	11			101000000		5800000000																															mg m-2 d-1	3.566878981						mg m-2 d-1						Floating chamber																												
1018	Liwei Zhang	Ertan	15	10	2008			26.825069	101.775895	reservoir	1494	11			101000000		5800000000																															mg m-2 d-1	2.942675159						mg m-2 d-1						Floating chamber																												
1018	Liwei Zhang	Ertan	15	10	2008			26.825069	101.775895	reservoir	1494	11			101000000		5800000000																															mg m-2 d-1	3.232484076						mg m-2 d-1						Floating chamber																												
1018	Liwei Zhang	Ertan	15	10	2008			26.825069	101.775895	reservoir	1494	11			101000000		5800000000																															mg m-2 d-1	0.847133758						mg m-2 d-1						Floating chamber																												
1018	Liwei Zhang	Ertan	15	10	2008			26.825069	101.775895	reservoir	1494	11			101000000		5800000000																															mg m-2 d-1	0.780254777						mg m-2 d-1						Floating chamber																												
1018	Liwei Zhang	Ertan	15	10	2008			26.825069	101.775895	reservoir	1494	11			101000000		5800000000																															mg m-2 d-1	0.468152866						mg m-2 d-1						Floating chamber																												
1018	Liwei Zhang	Ertan	15	5	2008			26.825069	101.775895	reservoir	1494	11			101000000		5800000000																															mg m-2 d-1	1.881136951						mg m-2 d-1						Floating chamber																												
1018	Liwei Zhang	Ertan	15	5	2008			26.825069	101.775895	reservoir	1494	11			101000000		5800000000																															mg m-2 d-1	1.944444444						mg m-2 d-1						Floating chamber																												
1018	Liwei Zhang	Ertan	15	5	2008			26.825069	101.775895	reservoir	1494	11			101000000		5800000000																															mg m-2 d-1	1.700258398						mg m-2 d-1						Floating chamber																												
1018	Liwei Zhang	Ertan	15	5	2008			26.825069	101.775895	reservoir	1494	11			101000000		5800000000																															mg m-2 d-1	1.419896641						mg m-2 d-1						Floating chamber																												
1018	Liwei Zhang	Ertan	15	10	2008			26.825069	101.775895	reservoir	1494	11			101000000		5800000000																															mg m-2 d-1	1.673126615						mg m-2 d-1						Floating chamber																												
1018	Liwei Zhang	Ertan	15	10	2008			26.825069	101.775895	reservoir	1494	11			101000000		5800000000																															mg m-2 d-1	2.848837209						mg m-2 d-1						Floating chamber																												
1018	Liwei Zhang	Ertan	15	10	2008			26.825069	101.775895	reservoir	1494	11			101000000		5800000000																															mg m-2 d-1	1.202842377						mg m-2 d-1						Floating chamber																												
1018	Liwei Zhang	Ertan	15	10	2008			26.825069	101.775895	reservoir	1494	11			101000000		5800000000																															mg m-2 d-1	1.573643411						mg m-2 d-1						Floating chamber																												
1018	Liwei Zhang	Ertan	15	10	2008			26.825069	101.775895	reservoir	1494	11			101000000		5800000000																															mg m-2 d-1	1.401808786						mg m-2 d-1						Floating chamber																												
1018	Liwei Zhang	Ertan	15	10	2008			26.825069	101.775895	reservoir	1494	11			101000000		5800000000																															mg m-2 d-1	1.148578811						mg m-2 d-1						Floating chamber																												
1019	Liwei Zhang	Shuibuya	26	10	2010			30.43475	110.32273	reservoir	426	14			713000		4580000000																									5348.066298						mg m-2 d-1	0.718232044						mg m-2 d-1						Floating chamber																												
1019	Liwei Zhang	Shuibuya	26	10	2010			30.43475	110.32273	reservoir	426	14			713000		4580000000																									5436.464088						mg m-2 d-1	0.718232044						mg m-2 d-1						Floating chamber																												
1019	Liwei Zhang	Shuibuya	26	10	2010			30.43475	110.32273	reservoir	426	14			713000		4580000000																									7337.016575						mg m-2 d-1	1.812154696						mg m-2 d-1						Floating chamber																												
1019	Liwei Zhang	Shuibuya	26	10	2010			30.43475	110.32273	reservoir	426	14			713000		4580000000																									1944.751381						mg m-2 d-1	0.364640884						mg m-2 d-1						Floating chamber																												
1019	Liwei Zhang	Shuibuya	26	10	2010			30.43475	110.32273	reservoir	426	14			713000		4580000000																									4154.696133						mg m-2 d-1	1.303867403						mg m-2 d-1						Floating chamber																												
1019	Liwei Zhang	Shuibuya	26	10	2010			30.43475	110.32273	reservoir	426	14			713000		4580000000																									1325.966851						mg m-2 d-1	0.552486188						mg m-2 d-1						Floating chamber																												
1019	Liwei Zhang	Shuibuya	26	10	2010			30.43475	110.32273	reservoir	426	14			713000		4580000000																									2430.939227						mg m-2 d-1	1.325966851						mg m-2 d-1						Floating chamber																												
1019	Liwei Zhang	Shuibuya	26	10	2010			30.43475	110.32273	reservoir	426	14			713000		4580000000																									2342.541436						mg m-2 d-1	1.767955801						mg m-2 d-1						Floating chamber																												
1019	Liwei Zhang	Shuibuya	26	10	2010			30.43475	110.32273	reservoir	426	14			713000		4580000000																									3270.718232						mg m-2 d-1	1.591160221						mg m-2 d-1						Floating chamber																												
1019	Liwei Zhang	Shuibuya	26	10	2010			30.43475	110.32273	reservoir	426	14			713000		4580000000																									3624.309392						mg m-2 d-1	1.845303867						mg m-2 d-1						Floating chamber																												
1021	Liwei Zhang	Wan'an	15	5	2009			26.389	114.867	reservoir	144	14			163300000		2220000000	15	30																							13.191						mmol m-2 d-1							mmol m-2 d-1						concentration + k																												
1021	Liwei Zhang	Wan'an	15	5	2009			26.389	114.867	reservoir	144	14			163300000		2220000000	15	30																							113.065						mmol m-2 d-1							mmol m-2 d-1						concentration + k																												
1021	Liwei Zhang	Wan'an	15	5	2009			26.389	114.867	reservoir	144	14			163300000		2220000000	15	30																							219.221						mmol m-2 d-1							mmol m-2 d-1						concentration + k																												
1027	Liwei Zhang	Guojiaba	15	9	2009			30.962257	110.741282	reservoir	981	11			1084000000		39300000000																									83.7						mmol m-2 d-1							mmol m-2 d-1						concentration + k																												
1028	Liwei Zhang	Shuibuya	15	7	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									-6.896551724						mmol m-2 d-1							mmol m-2 d-1						Floating chamber																												
1028	Liwei Zhang	Shuibuya	15	9	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									6.896551724						mmol m-2 d-1							mmol m-2 d-1						Floating chamber														10.1														
1028	Liwei Zhang	Shuibuya	15	11	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									122.4137931						mmol m-2 d-1							mmol m-2 d-1						Floating chamber														8.16														
1028	Liwei Zhang	Shuibuya	15	7	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									-16.37931034						mmol m-2 d-1							mmol m-2 d-1						Floating chamber																												
1028	Liwei Zhang	Shuibuya	15	9	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									16.37931034						mmol m-2 d-1							mmol m-2 d-1						Floating chamber														11														
1028	Liwei Zhang	Shuibuya	15	11	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									125						mmol m-2 d-1							mmol m-2 d-1						Floating chamber														8.42														
1028	Liwei Zhang	Shuibuya	15	7	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									-7.75862069						mmol m-2 d-1							mmol m-2 d-1						Floating chamber																												
1028	Liwei Zhang	Shuibuya	15	9	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									10.34482759						mmol m-2 d-1							mmol m-2 d-1						Floating chamber																												
1028	Liwei Zhang	Shuibuya	15	11	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									167.2413793						mmol m-2 d-1							mmol m-2 d-1						Floating chamber																												
1028	Liwei Zhang	Shuibuya	15	7	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									-6.034482759						mmol m-2 d-1							mmol m-2 d-1						Floating chamber																												
1028	Liwei Zhang	Shuibuya	15	9	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									6.896551724						mmol m-2 d-1							mmol m-2 d-1						Floating chamber																												
1028	Liwei Zhang	Shuibuya	15	11	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									45.68965517						mmol m-2 d-1							mmol m-2 d-1						Floating chamber														9.02														
1028	Liwei Zhang	Shuibuya	15	7	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									-3.448275862						mmol m-2 d-1							mmol m-2 d-1						Floating chamber														11.6														
1028	Liwei Zhang	Shuibuya	15	9	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									3.448275862						mmol m-2 d-1							mmol m-2 d-1						Floating chamber														11.9														
1028	Liwei Zhang	Shuibuya	15	11	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									95.68965517						mmol m-2 d-1							mmol m-2 d-1						Floating chamber														8.71														
1028	Liwei Zhang	Shuibuya	15	7	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									-10.34482759						mmol m-2 d-1							mmol m-2 d-1						Floating chamber																												
1028	Liwei Zhang	Shuibuya	15	9	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									6.896551724						mmol m-2 d-1							mmol m-2 d-1						Floating chamber														11.3														
1028	Liwei Zhang	Shuibuya	15	11	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									30.17241379						mmol m-2 d-1							mmol m-2 d-1						Floating chamber																												
1028	Liwei Zhang	Shuibuya	15	7	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									-22.4137931						mmol m-2 d-1							mmol m-2 d-1						Floating chamber																												
1028	Liwei Zhang	Shuibuya	15	9	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									1.724137931						mmol m-2 d-1							mmol m-2 d-1						Floating chamber														10.7														
1028	Liwei Zhang	Shuibuya	15	11	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									55.17241379						mmol m-2 d-1							mmol m-2 d-1						Floating chamber														9.55														
1028	Liwei Zhang	Shuibuya	15	7	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									-23.27586207						mmol m-2 d-1							mmol m-2 d-1						Floating chamber																												
1028	Liwei Zhang	Shuibuya	15	9	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									2.586206897						mmol m-2 d-1							mmol m-2 d-1						Floating chamber														10.4														
1028	Liwei Zhang	Shuibuya	15	11	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									54.31034483						mmol m-2 d-1							mmol m-2 d-1						Floating chamber														9.86														
1028	Liwei Zhang	Shuibuya	15	7	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									-26.72413793						mmol m-2 d-1							mmol m-2 d-1						Floating chamber																												
1028	Liwei Zhang	Shuibuya	15	9	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									2.586206897						mmol m-2 d-1							mmol m-2 d-1						Floating chamber																												
1028	Liwei Zhang	Shuibuya	15	11	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									75						mmol m-2 d-1							mmol m-2 d-1						Floating chamber														9.29														
1029	Liwei Zhang	Shuibuya	8	5	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									51.28						mg m-2 d-1							mg m-2 d-1						Floating chamber																												
1029	Liwei Zhang	Shuibuya	8	5	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									76.06						mg m-2 d-1							mg m-2 d-1						Floating chamber																												
1029	Liwei Zhang	Shuibuya	8	5	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									341.85						mg m-2 d-1							mg m-2 d-1						Floating chamber																												
1029	Liwei Zhang	Shuibuya	8	5	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									169.37						mg m-2 d-1							mg m-2 d-1						Floating chamber																												
1029	Liwei Zhang	Shuibuya	8	5	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									152.28						mg m-2 d-1							mg m-2 d-1						Floating chamber																												
1029	Liwei Zhang	Shuibuya	16	7	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									-411.77						mg m-2 d-1							mg m-2 d-1						Floating chamber																												
1029	Liwei Zhang	Shuibuya	16	7	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									-202						mg m-2 d-1							mg m-2 d-1						Floating chamber																												
1029	Liwei Zhang	Shuibuya	16	7	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									-184.91						mg m-2 d-1							mg m-2 d-1						Floating chamber																												
1029	Liwei Zhang	Shuibuya	16	7	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									-91.68						mg m-2 d-1							mg m-2 d-1						Floating chamber																												
1029	Liwei Zhang	Shuibuya	16	7	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									-253.28						mg m-2 d-1							mg m-2 d-1						Floating chamber																												
1029	Liwei Zhang	Shuibuya	16	7	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									-546.96						mg m-2 d-1							mg m-2 d-1						Floating chamber																												
1029	Liwei Zhang	Shuibuya	16	7	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									-555.73						mg m-2 d-1							mg m-2 d-1						Floating chamber																												
1029	Liwei Zhang	Shuibuya	16	7	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									-668.16						mg m-2 d-1							mg m-2 d-1						Floating chamber																												
1029	Liwei Zhang	Shuibuya	3	9	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									279.69						mg m-2 d-1							mg m-2 d-1						Floating chamber																												
1029	Liwei Zhang	Shuibuya	3	9	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									699.24						mg m-2 d-1							mg m-2 d-1						Floating chamber																												
1029	Liwei Zhang	Shuibuya	3	9	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									419.54						mg m-2 d-1							mg m-2 d-1						Floating chamber																												
1029	Liwei Zhang	Shuibuya	3	9	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									279.69						mg m-2 d-1							mg m-2 d-1						Floating chamber																												
1029	Liwei Zhang	Shuibuya	3	9	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									139.85						mg m-2 d-1							mg m-2 d-1						Floating chamber																												
1029	Liwei Zhang	Shuibuya	3	9	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									279.69						mg m-2 d-1							mg m-2 d-1						Floating chamber																												
1029	Liwei Zhang	Shuibuya	3	9	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									46.29						mg m-2 d-1							mg m-2 d-1						Floating chamber																												
1029	Liwei Zhang	Shuibuya	3	9	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									54.26						mg m-2 d-1							mg m-2 d-1						Floating chamber																												
1029	Liwei Zhang	Shuibuya	3	9	2010			30.439	110.341	reservoir	426	14			713000		4580000000																									65.52						mg m-2 d-1							mg m-2 d-1						Floating chamber																												
