Refs,Site,LakeIndex,Latitude,Longitude,LakeType,LakeArea_km2,Climate,k600_md,MeasFreq,ReportedFreq,DirectIndirect_CO2,FluxMethod,CO2_uM,n_CO2,F_CO2_mmol_m2_d,n_FCO2,F_CO2_measmod_mmol_m2_d,CH4_uM,n_CH4,F_CH4_diff_mmol_m2_d,n_FCH4diff,F_CH4_measmod_mmol_m2_d,F_CH4_eb_mmol_m2_d,n_FCH4eb,N2O_uM,n_N2O,F_N2O_mmol_m2_d,n_FN2O,F_N2O_measmod_mmol_m2_d,Temp_C,DO_mgL,pH,Cond_uScm
1152,Xiaoba,423,28.901309,108.722694,reservoir,0.34,4,0.872360227,seasonal,seasonal,direct,measured,30.43333333,3,8.166666667,3,8.166666667,0.112333333,3,0.0709,3,0.0709,,0,,0,,0,,16.63333333,,,
1191,Wuxuhai Lake,424,29.156957,101.402352,lake,1.2,5,1.226201258,single,single,,undefined,,0,,0,,0.121,1,,0,0.136071999,,0,,0,,0,,,,,
254,site1,425,29.253584,106.883036,reservoir,0.04,,0.7663726,seasonal,annual,indirect,modelled,46.00291331,1,21.3,1,21.3,1.47,1,0.23,1,0.23,,0,0.012,1,0.002,1,0.002,,,,
1154,Yinpan,426,29.2721485,107.883017,reservoir,11.4,4,0.946450439,seasonal,seasonal,indirect,modelled,108.1617435,12,243.1583333,12,243.1583333,,0,,0,,,0,,0,,0,,18.43333333,8.716666667,7.808333333,
254,site3,428,29.27873,106.592595,reservoir,0.09,4,0.757157818,seasonal,annual,indirect,modelled,49.70477523,1,24.3,1,24.3,1.07,1,0.18,1,0.18,,0,0.028,1,0.022,1,0.022,,,,
1008,Dongting Lake,429,29.294034,113.035118,lake,2579,4,1.335362029,single,single,,measured,,0,-12.96796183,1,-12.96796183,,0,0.297755611,1,0.297755611,,0,,0,,0,,12.9,,6.2,
1101,Jiangjin,430,29.295,106.254,reservoir,1084,4,1.049189387,seasonal,seasonal,indirect,modelled,32.51746437,2,31.95818455,2,31.95818455,,0,,0,,,0,,0,,0,,20.75,,8.279,
1154,Pengshui,431,29.304825,108.153889,reservoir,15.3,4,,seasonal,seasonal,indirect,modelled,122.2276533,16,268.4625,16,268.4625,,0,,0,,,0,,0,,0,,18.69375,8.51875,7.76875,
254,site7,432,29.339971,106.28266,reservoir,0.06,4,0.753740403,seasonal,annual,indirect,modelled,60.68557914,1,33.2,1,33.2,1.57,1,0.31,1,0.31,,0,0.088,1,0.091,1,0.091,,,,
1141,Dongting Lake,433,29.361,113.041,lake,2579,4,1.32143057,single,single,,measured,,0,-4.526244035,1,-4.526244035,,0,3.680798005,1,3.680798005,,0,,0,,0,,28.2,,8,
254,site8,434,29.404469,106.588816,reservoir,0.05,4,0.750133078,seasonal,annual,indirect,modelled,46.12769518,1,42.4,1,42.4,2.74,1,0.86,1,0.86,,0,0.089,1,0.151,1,0.151,,,,
254,site2,435,29.481104,106.886688,reservoir,0.25,4,0.78921437,seasonal,annual,indirect,modelled,25.49709391,1,7.9,1,7.9,0.91,1,0.21,1,0.21,,0,0.028,1,0.031,1,0.031,,,,
254,site6,436,29.484083,106.753059,reservoir,0.2,4,0.788171228,seasonal,annual,indirect,modelled,45.8365375,1,24.4,1,24.4,1.86,1,0.36,1,0.36,,0,0.026,1,0.046,1,0.046,,,,
254,site15,437,29.513279,106.480259,reservoir,0.18,4,0.825205471,seasonal,annual,indirect,modelled,341.2368,1,232.5,1,232.5,11.52,1,3.87,1,3.87,,0,0.379,1,0.425,1,0.425,,,,
1175,Pond-10,438,29.573339,106.271762,reservoir,0.049,4,0.750942953,single,single,,measured,,0,17.85609174,1,17.85609174,,0,1.414969031,1,1.414969031,,0,,0,,0,,,10.47,7.83,
254,site16,439,29.591596,106.552564,reservoir,0.03,4,0.749529455,seasonal,annual,indirect,modelled,185.13469,1,152.2,1,152.2,12.93,1,4.89,1,4.89,,0,0.328,1,0.663,1,0.663,,,,
1175,Pond-6,440,29.592167,106.32443,reservoir,0.009,4,0.70199432,single,single,,measured,,0,68.02822145,1,68.02822145,,0,1.518050518,1,1.518050518,,0,,0,,0,,,11.39,8.1,
1175,Pond-9,441,29.59241,106.277706,reservoir,0.09,4,0.767724265,single,single,,measured,,0,11.76280958,1,11.76280958,,0,0.493607624,1,0.493607624,,0,,0,,0,,,10.22,7.54,
1175,Pond-4,442,29.59282,106.299003,reservoir,0.079,4,0.764126106,single,single,,measured,,0,25.11131266,1,25.11131266,,0,0.635895903,1,0.635895903,,0,,0,,0,,,9.02,7.98,
1175,Pond-5,443,29.6045,106.296578,reservoir,0.019,4,0.726157554,single,single,,measured,,0,45.90346077,1,45.90346077,,0,1.019804179,1,1.019804179,,0,,0,,0,,,9.21,8.2,
254,site10,444,29.605043,106.72665,reservoir,0.09,4,0.758609612,seasonal,annual,indirect,modelled,93.91914852,1,57.9,1,57.9,4.11,1,0.8,1,0.8,,0,0.104,1,0.254,1,0.254,,,,
1175,Pond-3,445,29.610153,106.310375,reservoir,0.005,4,0.68906555,single,single,,measured,,0,86.15729594,1,86.15729594,,0,1.374385263,1,1.374385263,,0,,0,,0,,,5.47,7.49,
1175,Pond-1,446,29.612112,106.292372,reservoir,0.003,4,0.674872643,single,single,,measured,,0,34.82251752,1,34.82251752,,0,1.252886092,1,1.252886092,,0,,0,,0,,,10.55,8.28,
1175,Pond-7,447,29.612242,106.303166,reservoir,0.028,4,0.736931328,single,single,,measured,,0,41.85618673,1,41.85618673,,0,1.262913645,1,1.262913645,,0,,0,,0,,,7.9,8.13,
1175,Pond-2,448,29.61892,106.314839,reservoir,0.023,4,0.732710918,single,single,,measured,,0,152.4272615,1,152.4272615,,0,5.722092446,1,5.722092446,,0,,0,,0,,,7.15,7.88,
1175,Pond-8,449,29.624656,106.301138,reservoir,0.036,4,0.743913911,single,single,,measured,,0,92.31333031,1,92.31333031,,0,1.576441415,1,1.576441415,,0,,0,,0,,,13.07,8.52,
254,site14,450,29.625308,106.485592,reservoir,0.02,4,0.730029111,seasonal,annual,indirect,modelled,44.92147051,1,21.5,1,21.5,3.38,1,1.31,1,1.31,,0,0.043,1,0.059,1,0.059,,,,
254,site11,451,29.63605,106.6808,reservoir,0.15,4,0.765870399,seasonal,annual,indirect,modelled,93.17045734,1,54.9,1,54.9,3.3,1,0.66,1,0.66,,0,0.036,1,0.04,1,0.04,,,,
254,site13,452,29.659764,106.568697,reservoir,0.13,4,0.78589832,seasonal,annual,indirect,modelled,97.12188299,1,143.7,1,143.7,2.5,1,0.9,1,0.9,,0,0.05,1,0.068,1,0.068,,,,
254,site12,453,29.695721,106.627431,reservoir,0.02,4,0.728805012,seasonal,annual,indirect,modelled,77.15678499,1,48.6,1,48.6,1.76,1,0.3,1,0.3,,0,0.026,1,0.051,1,0.051,,,,
1132,Qinglong,454,29.71,106.166,lake,0.16,4,0.786918853,single,single,indirect,modelled,11.89337813,1,-1.5,1,-1.5,,0,,0,,,0,,0,,0,,29.1,9.7,8.3,
1132,Yuejin,456,29.749205,106.484711,reservoir,0.006,4,0.690934803,single,single,indirect,modelled,8.901959646,1,-8.3,1,-8.3,,0,,0,,,0,,0,,0,,31.1,11.15,8.86,
254,site9,457,29.777177,106.559567,reservoir,0.08,4,0.75709223,seasonal,annual,indirect,modelled,119.0418968,1,75.9,1,75.9,2,1,0.33,1,0.33,,0,0.113,1,0.145,1,0.145,,,,
254,site5,458,29.926305,106.754544,reservoir,4.9,4,0.869347169,seasonal,annual,indirect,modelled,135.3883208,1,86.8,1,86.8,1.79,1,0.36,1,0.36,,0,0.014,1,0.015,1,0.015,,,,
1191,Xiangkengcuo Lake,459,30.02633,101.36599,lake,0.03,5,1.124650585,single,single,,undefined,,0,,0,,0.347,1,,0,0.363403959,,0,,0,,0,,,,,
1191,Zheduo-6,460,30.06314,101.814153,lake,0.048,5,1.132082047,single,single,,undefined,,0,,0,,0.024,1,,0,0.022542436,,0,,0,,0,,,,,
1191,Zheduo-1,461,30.066,101.8282,lake,0.008,5,1.035546185,single,single,,undefined,,0,,0,,0.49,1,,0,0.473623861,,0,,0,,0,,,,,
1191,Zheduo-2,462,30.06787,101.85139,lake,0.007,5,1.10352633,single,single,,undefined,,0,,0,,0.0816,1,,0,0.081643204,,0,,0,,0,,,,,
1191,Zheduo-3,463,30.06875,101.84972,lake,0.016,5,1.164991429,single,single,,undefined,,0,,0,,0.048,1,,0,0.049444779,,0,,0,,0,,,,,
1191,Zheduo-5,464,30.07045,101.83495,lake,0.036,5,1.189785737,single,single,,undefined,,0,,0,,0.531,1,,0,0.58996081,,0,,0,,0,,,,,
1191,Zheduo-4,465,30.07739,101.8393,lake,0.03,5,1.223397722,single,single,,undefined,,0,,0,,0.0912,1,,0,0.101536929,,0,,0,,0,,,,,
1019; 1028; 1029; 1054,Shuibuya,466,30.43863362,110.339425,reservoir,0.713,4,0.938860029,seasonal,seasonal,,measured,,0,86.21075139,88,86.21075139,,0,0.058354486,46,0.058354486,,0,,0,,0,,14.41375,7.680454545,7.90375,
1221,Fish pond,468,30.561344,103.673541,reservoir,0.00133,4,0.634058432,monthly,monthly,,measured,,0,305.6531513,12,305.6531513,,0,35.29830988,12,35.29830988,,0,,0,,0,,,,,
1192,Qinglong Lake,469,30.644428,104.18165,reservoir,0.082,4,0.747185564,monthly,monthly,indirect,modelled,4.157587431,7,-27.42857143,7,-27.42857143,,0,,0,,,0,,0,,0,,25.13428571,,,
1102; 1114; 1119,unnamed pond,470,30.72518,111.315579,reservoir,0.00305,4,0.738198149,seasonal,seasonal,,measured,,0,,0,,,0,0.216482986,7,0.216482986,2.191379236,7,,0,,0,,12.1925,,9.025,
1151,unnamed pond,471,30.725196,111.303122,reservoir,0.012,4,0.791814751,daily,daily,,measured,,0,-3.422418339,36,-3.422418339,,0,,0,,,0,,0,,0,,,,,
1050; 1051,Yezhulin Pond,472,30.741938,111.347267,reservoir,0.0025,4,0.736613812,seasonal,seasonal,direct,measured,134.955,2,60.49654617,3,60.49654617,0.307,2,0.089288153,3,0.089288153,49.40671052,1,,0,,0,,26.8,4.333333333,6.826666667,
1073,Pond-1,473,30.761376,111.333856,reservoir,0.0045,4,0.756281225,single,single,,measured,,0,,0,,,0,0.112192776,1,0.112192776,,0,,0,,0,,18.1,6,,
1191,Dangzi Tso,479,31.073,98.931,lake,0.5,5,1.237492765,single,single,,undefined,,0,,0,,0.0621,1,,0,0.068901676,,0,,0,,0,,,,,
1121,Xiaojiang pond-1; Xiaojiang pond-2,486,31.201785,108.49187,reservoir,0.000401,4,0.619456842,seasonal,seasonal,direct,measured,59.25228141,8,92.66505703,8,92.66505703,0.063147894,8,7.637998501,8,7.637998501,14.534177,8,,0,,0,,24.71,,,
1178,Xuanmiaoguan,488,31.305552,111.335808,reservoir,0.82,4,0.96640009,seasonal,seasonal,direct,modelled,18.288,3,3.916409958,3,3.916409958,0.054333333,3,0.038797769,3,0.038797769,,0,,0,,0,,21.07333333,,,
1141,Huashen Lake,489,31.989028,118.78173,lake,0.056,4,0.993462183,single,single,,measured,,0,4.90797546,1,4.90797546,,0,0.432418953,1,0.432418953,,0,,0,,0,,30.4,,7.8,
1173; 1199,; Central Park,490,32.031342,118.449568,reservoir,0.02,4,0.930984581,monthly,monthly,,measured,,0,129.9820843,27,129.9820843,,0,6.959274986,27,6.959274986,,0,,0,,0,,,9.2154,8.09375,
1173; 1199,; Lvshuiwan Park,491,32.067001,118.679561,reservoir,0.009,4,0.88502804,monthly,monthly,,measured,,0,130.1905352,27,130.1905352,,0,10.8300231,27,10.8300231,,0,,0,,0,,,6.685625,8.076875,
1173; 1199,; Dayan,492,32.13277,118.61634,reservoir,0.065,4,0.991015726,monthly,monthly,,measured,,0,5.437634549,28,5.437634549,,0,0.627147139,28,0.627147139,,0,,0,,0,,19.909375,7.774615385,8.389285714,
1199,,493,32.154172,118.58109,reservoir,0.0085,4,0.882065593,monthly,monthly,,measured,,0,171.4209891,16,171.4209891,,0,18.56238032,16,18.56238032,,0,,0,,0,,,5.3913,7.94375,
1173,Xigenglian,494,32.167273,118.592421,reservoir,0.015,4,0.912917813,monthly,monthly,,measured,,0,229.3352306,11,229.3352306,,0,30.40903414,11,30.40903414,,0,,0,,0,,,,,
1180,Pond,495,32.1874,118.701348,lake,0.015,4,0.908502918,fortnightly,fortnightly,,measured,,0,,0,,,0,0.127512,40,0.127512,,0,,0,,0,,,,,
1042,Dingjie,496,32.2,118.73,reservoir,0.126,4,1.042140726,single,single,,measured,,0,51.17309133,1,51.17309133,,0,3.396886188,1,3.396886188,,0,,0,,0,,,,8.33,
1199,,497,32.258,119.034,reservoir,0.006,4,0.874975641,monthly,monthly,,measured,,0,176.8352968,16,176.8352968,,0,7.033797144,16,7.033797144,,0,,0,,0,,,5.349285714,7.9525,
1173,Chu,498,32.258476,119.034836,reservoir,0.006,4,0.861329359,monthly,monthly,,measured,,0,54.53334443,12,54.53334443,,0,0.488685372,12,0.488685372,,0,,0,,0,,,,,
1173; 1199,; Baiyunwa,499,32.45433271,118.8485291,reservoir,0.059,4,0.992737894,monthly,monthly,,measured,,0,103.2526137,28,103.2526137,,0,7.671773493,28,7.671773493,,0,,0,,0,,,7.818181818,8.045625,
1132,Longshui,500,29.539,105.806,lake,1.68,4,,single,single,indirect,modelled,2.591366988,1,-6.5,1,-6.5,,0,,0,,,0,,0,,0,,29.4,7.67,9.13,
266,Ponds,501,31.988174,119.218732,reservoir,0.015,4,0.917347185,monthly,annual,direct,modelled,94,1,70,1,70,0.346,1,0.4,1,0.4,,0,,0,,0,,19.2,5.78,,
160,Lago Polegar pond,502,-32.077975,-52.168565,reservoir,0.013,4,,seasonal,seasonal,,undefined,,0,,0,,0.833333333,6,,0,,,0,,0,,0,,18.26666667,8.69,7.208333333,56.1
