site_numeric,longitude_reported,latitude_reported,longitude_snapped,latitude_snapped,distance_snapped,catchment_area_reported,River_width,catchment_area_snapped,catchment_area_h90m,order_h90,order_orig_coords,order_snapped_coords,slope_channel,elevation_m
2688,114.766783,27.183209,114.7770833,27.18458333,1031.38682,NA,108,3075.042236,0.036168423,8,NA,8,0,56
2690,109.819007,27.189918,109.8529167,27.17541667,3725.771615,NA,380,35663.82422,5461.919434,9,1,9,0,193
2691,115.28742,27.200973,115.2770833,27.21291667,1677.799053,NA,172,3549.316895,0.024946496,8,NA,8,0,52
2692,112.868422,27.231298,112.8954167,27.25958333,4129.406816,NA,566,65238.03906,16066.53027,9,NA,9,0,41
2693,108.92792,27.264007,108.94625,27.26458333,1814.928429,NA,182,5051.118164,0.063021787,8,1,8,0,348
2697,106.779995,27.312966,106.7945833,27.31791667,1544.548326,NA,156,26117.10352,25991.37305,9,9,9,0,621
2698,110.129959,27.316218,110.1295833,27.32041667,468.867908,NA,219,40998.93359,0.034168467,9,NA,9,0,156
2699,106.794583,27.317291,106.8070833,27.32458333,1478.997855,NA,150,26182.92188,0.008776659,9,NA,9,0,616
2707,109.66825,27.46684,109.67375,27.45625,1298.030452,NA,137,8288.326172,0.021656526,8,NA,8,0,247
2715,115.153663,27.546764,115.14625,27.54041667,1017.160545,NA,366,54321.72656,32443.90625,9,NA,9,0,31
2722,111.430579,27.666512,111.42875,27.68208333,1742.745877,NA,187,16373.62305,16292.9834,9,9,9,0,166
2723,113.446652,27.670302,113.43625,27.67458333,1130.834224,NA,120,3108.33252,0.007623541,8,NA,8,0,48
2725,112.518753,27.715726,112.5279167,27.72791667,1630.038671,NA,165,6144.411621,6140.89209,8,8,8,0,42
2727,101.937838,27.718686,101.9454167,27.71041667,1185.410669,NA,122,110654,0.028057007,9,NA,9,0,1205
2728,109.232561,27.71953,109.24375,27.72041667,1107.012541,NA,113,3338.7146,0.023611501,8,NA,8,0,232
2729,111.30561,27.732672,111.3104167,27.75125,2121.621919,NA,255,16829.08203,3875.761963,9,NA,9,0,165
2733,113.142463,27.816652,113.1429167,27.81708333,65.57880854,NA,376,62728.32031,16286.58984,9,NA,9,0,28
2737,112.920563,27.860114,112.9004167,27.85208333,2175.018153,NA,670,82880.61719,20142.39844,9,1,9,0,26
2738,109.849467,27.866014,109.8695833,27.86208333,2027.487504,NA,205,6013.79248,0.028044881,8,NA,8,0,143
2740,108.246398,27.89962,108.2470833,27.90791667,926.0382895,NA,105,49162.08203,0.385747939,9,NA,9,0,367
2745,102.150692,28.059769,102.14625,28.04875,1301.940155,NA,150,4587.749512,0.007580034,7,NA,7,0.005402,1541
2747,112.254655,28.124548,112.2629167,28.12875,936.2955218,NA,100,1029.156372,213.9327545,7,NA,7,0,80
2748,112.95,28.14,112.95375,28.15125,1305.317241,NA,740,70910.58594,4269.838379,9,1,9,0,21
2751,112.936063,28.191254,112.95375,28.15125,4779.515535,NA,629,70910.58594,0.011160609,9,NA,9,0,21
2758,103.606,28.243,103.6720833,28.24458333,6482.925654,NA,656.25,452200.3438,416760.75,10,10,10,0,387
2767,103.862467,28.30152,103.8745833,28.31625,2024.556862,NA,208,452999.4688,0.077092268,10,NA,10,0,368
2768,103.86274,28.302331,103.8754167,28.31958333,2287.3293,NA,229,453017.2813,452973.125,10,10,10,0,348
2769,112.92734,28.318034,112.8895833,28.33875,4359.574422,NA,803,76213.88281,2662.331787,9,NA,9,0,19
2772,115.298839,28.366378,115.2970833,28.37541667,1020.769275,NA,118,5968.837891,8.300204277,7,3,7,0,27
2773,117.459374,28.382447,117.45875,28.39791667,1723.159322,NA,183,8757.018555,7929.945313,8,8,8,0,39
2774,116.821554,28.434693,116.81625,28.46458333,3367.630727,NA,390,14926.22949,10575.5625,8,8,8,0,17
2775,117.979356,28.44818,117.9654167,28.44041667,1615.06598,NA,176,2751.744629,916.3311157,7,NA,7,0,64
2776,110.4,28.45,110.4129167,28.46375,1985.178826,NA,445,68023.53906,33981.67188,10,NA,10,0,99
2777,112.751247,28.502672,112.7504167,28.52875,2904.125619,NA,575,80953.79688,114.4414215,9,6,9,0,20
2778,112.751247,28.502672,112.7504167,28.52875,2904.125619,NA,1198,80953.79688,114.4414215,9,6,9,0,20
2791,115.80703,28.581093,115.8329167,28.63291667,6299.333692,NA,1200,71614.07813,0.020685086,9,NA,9,0,11
2793,105.687963,28.582882,105.70625,28.59125,2015.686946,NA,205,16302.30859,0.026229365,8,NA,8,0.013035,229
2794,112.222377,28.583735,112.2254167,28.58291667,310.7846471,NA,260,27432.8457,22076.47656,9,NA,9,0,29
2796,116.02,28.59,116.07625,28.59708333,5554.278038,NA,560,440.974884,305.2175598,6,6,6,0,17
2797,107.933515,28.599464,107.9454167,28.60458333,1295.304512,NA,140,2438.969971,0.009751683,7,NA,7,0,462
2798,77.2608,28.6006,77.27458333,28.59125,1702.427477,NA,180,38087.3125,0.007541679,9,NA,9,0,201
2799,77.2608,28.6012,77.27458333,28.59125,1744.060965,NA,185,38087.3125,0.036324803,9,NA,9,0,201
2801,104.321528,28.625909,104.4120833,28.63791667,8948.282555,NA,900,456481.75,0.066236287,10,NA,10,0,268
2802,104.319,28.626,104.4179167,28.63375,9703.458626,NA,982,456482.5938,0.060469639,10,NA,10,0,272
2803,77.2533,28.6269,77.27458333,28.59125,4480.583742,NA,530,38087.3125,0.007536711,9,NA,9,0,201
2804,110.346777,28.630982,110.34125,28.60791667,2623.809431,NA,331,18126.57617,17494.39453,9,9,9,0,115
2805,115.832758,28.631701,115.87625,28.69041667,7795.501267,NA,1045,81119.03125,68529.02344,9,9,9,0,12
2806,104.14139,28.643225,104.2404167,28.65958333,9843.694211,NA,1184,456319.5938,0.014315008,10,NA,10,0,278
2807,104.146789,28.64595,104.24625,28.66791667,10018.7126,NA,1550,456375.0313,0.034154471,10,NA,10,0,282
2808,104.146789,28.64595,104.2404167,28.65958333,9271.311319,NA,950,456319.5938,0.034154471,10,NA,10,0,278
2809,103.84,28.656,103.87125,28.63291667,3990.443069,NA,404.4,455327.9688,453811.0313,10,10,10,0.002598,303
2810,115.858986,28.666507,115.87625,28.69041667,3150.71235,NA,1500,81119.03125,1252.130127,9,1,9,0,12
2812,115.865386,28.67084,115.87625,28.69041667,2423.820164,NA,1270,81119.03125,16436.99414,9,NA,9,0,12
2813,115.859066,28.674002,115.87625,28.69041667,2480.977091,NA,737,81119.03125,0.007741724,9,NA,9,0,12
2815,104.534678,28.689219,104.5554167,28.70041667,2377.986615,NA,245,471435.4375,0.304369718,10,NA,10,0,274
2816,104.534678,28.689219,104.5554167,28.70041667,2377.986615,NA,249,471435.4375,0.304369718,10,NA,10,0,274
2818,109.652562,28.72116,109.65625,28.72791667,833.8737243,NA,133,13177.33203,10254.00684,9,9,9,0,202
2820,115.966773,28.736782,115.9329167,28.74125,3341.83664,NA,390,74205.78125,77.12336731,9,5,9,0,11
2823,109.212368,28.760927,109.22625,28.76458333,1414.498144,NA,144,7949.109375,7945.575195,9,9,9,0,265
2824,104.644719,28.773282,104.68125,28.77125,3571.717407,NA,359,611643.4375,192423.5313,11,NA,11,0,257
2825,110.9838,28.7928,110.9829167,28.79291667,87.14823077,NA,205,83612.46875,75585.16406,10,10,10,0,68
2826,111.222873,28.792887,111.2129167,28.78625,1220.394541,NA,410,75979.54688,61649.85156,10,10,10,0,49
2828,104.4167,28.8,104.42375,28.79708333,760.5266481,NA,325,134803.8906,123631.2188,10,10,10,0,273
2829,112.5278,28.8022,112.5370833,28.81375,1572.607418,NA,551,103752.2031,34800.63281,10,10,10,0,26
2830,104.801481,28.813191,104.78625,28.80625,1674.562555,NA,437.9,555442.75,382264.625,11,11,11,0,249
2831,104.801,28.815,104.78625,28.80625,1737.431552,NA,454,555442.75,0.085480213,11,1,11,0,249
2832,113.32226,28.818389,113.3170833,28.83125,1518.08919,NA,160,4040.011475,0.059238348,8,NA,8,0,39
2833,112.885712,28.825427,112.8954167,28.85791667,3738.484218,NA,1275,216408.0625,707.4151001,10,NA,10,0,19
2834,104.970735,28.825467,105.0045833,28.83791667,3580.033327,NA,455,576504.4375,146286.4688,11,NA,11,0,250
2836,112.314634,28.852241,112.3095833,28.84625,829.0308695,NA,578,85859.40625,25630.18164,10,NA,10,0,26
2837,115.646445,28.857463,115.6479167,28.88125,2651.840336,NA,276,3602.306396,2272.482422,8,8,8,0,16
2838,105.451667,28.870476,105.4929167,28.88125,4196.031305,NA,712,613641.875,14497.22168,11,1,11,0,220
2840,105.429058,28.884036,105.4929167,28.88125,6232.189072,NA,635,613641.875,0.035773646,11,NA,11,0,220
2841,116.416599,28.884855,116.4120833,28.89541667,1255.397636,NA,305,36669.75,0.007855119,9,NA,9,0,12
2842,105.454793,28.889506,105.4929167,28.88125,3827.880944,NA,385,613641.875,0.453693539,11,2,11,0,220
2843,105.454884,28.890733,105.4929167,28.88125,3854.399055,NA,392,613641.875,0.227863684,11,NA,11,0,220
2844,111.484659,28.898574,111.4870833,28.90375,622.7480618,NA,390,86197.875,84094.47656,10,10,10,0,33
2846,117.264318,28.911487,117.2554167,28.91708333,1067.913027,NA,189,6361.152832,4090.670898,8,NA,8,0,23
2847,105.28336,28.922645,105.3179167,28.92208333,3367.618222,NA,340,24427.30469,3028.862549,8,NA,8,0,242
2850,105.332284,28.931046,105.3504167,28.94791667,2578.260208,NA,260,24509.97266,5206.015137,8,NA,8,0,231
2852,117.535299,28.998464,117.52125,28.98875,1743.719247,NA,178,3897.703125,3871.741211,8,8,8,0,34
2853,105.853498,29.016332,105.8529167,28.98875,3070.935805,NA,600,614705.5,78990.50781,11,2,11,0,198
2854,105.854081,29.017312,105.8529167,28.98875,3181.52744,NA,600,614705.5,43483.98828,11,NA,11,0,198
2855,106.567424,29.045851,106.5579167,29.05041667,1055.629962,NA,120,5440.938477,5425.756348,7,7,7,0,203
2857,112.280187,29.062721,112.3254167,29.01958333,6514.337115,NA,867,25664.33203,238.6130371,9,NA,9,0,31
2858,114.598644,29.066723,114.6120833,29.08208333,2152.541552,NA,220,5239.730469,4120.811035,8,NA,8,0,84
2863,104.967485,29.135753,104.9645833,29.13708333,318.6435237,NA,305,23297.61719,0.009174222,8,NA,8,0,268
2865,115.682984,29.161687,115.70375,29.14375,2839.477752,NA,340,9892.301758,7515.502441,8,8,8,0,19
2866,110.614,29.17,110.6245833,29.17458333,1148.273191,NA,120,4932.625488,4927.171387,8,8,8,0,143
2867,116.165408,29.22934,116.0854167,29.28458333,9908.123762,NA,3450,103516.8906,515.125061,10,NA,10,0,10
2868,102.367833,29.244795,102.38375,29.25041667,1667.844412,NA,170,65598.32031,0.194337532,9,1,9,0,855
2872,103.504461,29.258598,103.50875,29.25791667,423.3878692,NA,201,75852.57813,24233.75781,9,NA,9,0,476
2874,117.19931,29.267166,117.1779167,29.26541667,2086.620636,NA,210,4998.708984,4992.945801,7,7,7,0,34
2875,106.242144,29.275852,106.2879167,29.27458333,4446.854301,NA,720,671443.5,306393.3438,11,11,11,0,171
2884,106.254,29.295,106.2879167,29.27458333,4001.219805,NA,550,671443.5,0.030913435,11,NA,11,0,171
2885,103.657435,29.297727,103.65125,29.31791667,2326.312903,NA,240,76118.9375,0.058507409,9,NA,9,8.66E-04,425
2888,106.381182,29.319767,106.3929167,29.34291667,2817.430311,NA,330,625549.9375,38596.06641,11,NA,11,0,164
2889,106.380836,29.319886,106.4045833,29.34541667,3659.037025,NA,370,643168.6875,38596.06641,11,NA,11,0,181
2891,107.752192,29.322226,107.7420833,29.32791667,1167.83539,NA,136,80851.30469,0.010181679,9,NA,9,0.013035,197
2902,103.8167,29.35,103.8195833,29.34791667,363.398934,NA,460,125882.3672,473.9767151,10,NA,10,0,334
2904,113.059231,29.351747,113.08875,29.43875,10099.42434,NA,3127,388388.1875,0.127280787,NA,NA,NA,0,20
2905,113.059231,29.351747,113.08875,29.43875,10099.42434,NA,3589,388388.1875,0.127280787,NA,NA,NA,0,20
2919,112.158791,29.399277,112.1654167,29.37458333,2823.010531,NA,295,1127.663208,316.3605957,7,NA,7,0,31
2924,112.00281,29.406,112.00375,29.40625,95.31207904,NA,232,22041.125,22041.09375,9,9,9,0,32
2925,107.54176,29.40776,107.53125,29.42458333,2132.105605,NA,251,81940.82813,15264.86621,9,NA,9,0,172
2928,107.532789,29.416391,107.53125,29.42458333,924.0948703,NA,137,81940.82813,64524.54688,9,NA,9,0,172
2933,106.875143,29.421373,106.86875,29.43041667,1182.259769,NA,125,458.8349304,0.009568322,6,NA,6,0,244
2936,113.124368,29.422998,113.1020833,29.49875,8704.902843,NA,1165,938636.125,107862.9297,11,NA,11,0,20
2942,116.060907,29.427703,116.10875,29.49708333,9008.520908,NA,3940,133136.7656,52175.19922,10,NA,10,0,10
2956,113.148494,29.456114,113.1945833,29.51375,7817.394187,NA,1285,1115769.25,81.75974274,11,NA,11,0,18
2964,111.019014,29.467609,111.0304167,29.46041667,1364.71008,NA,155,4853.049316,0.098377056,7,NA,7,0,103
2965,119.28201,29.46993,119.2979167,29.47208333,1560.124196,NA,280,11169.77637,3611.121338,8,2,8,0,27
2968,119.25033,29.47601,119.2679167,29.47208333,1759.52585,NA,200,11149.04395,0.028248278,8,NA,8,0,44
2970,119.21928,29.47748,119.2379167,29.47791667,1806.712568,NA,185,10450.05566,2124.042969,8,NA,8,0,50
2971,106.541246,29.477661,106.5479167,29.49458333,1991.600356,NA,430,679936.4375,278895.25,11,NA,11,0,157
2972,119.21436,29.47987,119.2345833,29.47708333,1984.204709,NA,220,10448.22363,2941.477295,8,NA,8,0,50
2983,105.031196,29.495793,105.02625,29.47958333,1867.013792,NA,190,19285.08789,0.026615629,8,NA,8,0,285
2997,106.53,29.51,106.58875,29.56708333,8529.673781,NA,900,679993.125,382681.125,11,2,11,0,166
3006,106.815594,29.525039,106.82375,29.53291667,1180.297448,NA,120,845.1720581,0.066166528,7,NA,7,0,174
3014,106.544424,29.542892,106.57875,29.58375,5633.276995,NA,659,839069.4375,0.0793854,11,NA,11,0,158
3015,116.114147,29.546939,116.13875,29.58375,4739.896577,NA,3550,133281.3906,2.52240324,10,NA,10,0,10
3016,116.114147,29.546939,116.13875,29.58375,4739.896577,NA,3664,133281.3906,2.52240324,10,NA,10,0,10
3017,106.574,29.548,106.57875,29.58375,4006.159072,NA,430,839069.4375,187175.8438,11,1,11,0,158
3018,106.573925,29.548317,106.57875,29.58375,3971.95367,NA,652,839069.4375,187175.8438,11,1,11,0,158
3019,106.562,29.55,106.5579167,29.54541667,645.5149935,NA,210,679971.75,0.482288718,11,2,11,0,152
3021,103.768655,29.553283,103.76875,29.52375,3287.611396,NA,345,120930.1719,30502.68555,10,9,10,0,351
3022,103.713992,29.55343,103.7545833,29.55625,3943.179099,NA,414,90108.71875,0.007469194,10,NA,10,0,354
3030,106.670261,29.568947,106.7195833,29.58458333,5082.450735,NA,600,839463.1875,200615.25,11,NA,11,0,150
3031,106.567779,29.569512,106.57875,29.58375,1907.95141,NA,260,839069.4375,0.094851784,11,NA,11,0,158
3032,106.58,29.57,106.57875,29.58375,1535.419551,NA,350,839069.4375,0.075151153,11,NA,11,0,158
3034,106.846233,29.574117,106.8004167,29.59208333,4865.455098,NA,788,843547.3125,0.110484794,11,1,11,0,148
3035,111.306281,29.576061,111.33625,29.58291667,3000.034652,NA,385,14809.70996,6309.726074,8,1,8,0,69
3036,106.829787,29.577205,106.8379167,29.58208333,956.213537,NA,112,629141.8125,869.2076416,11,7,11,0,148
3037,106.848567,29.577698,106.8004167,29.59208333,4928.656117,NA,1200,843547.3125,0.063831083,11,NA,11,0,148
3040,106.83,29.58,106.83125,29.58875,981.5333701,NA,280,777636.625,869.9561768,11,7,11,0,151
3054,103.752057,29.59,103.7704167,29.58708333,1806.679836,NA,200,33070.69531,0.022894477,9,NA,9,0,364
3055,106.657156,29.591576,106.6645833,29.57708333,1766.288083,NA,340,839334.625,0.041823685,11,NA,11,0,157
3056,106.651503,29.597593,106.6645833,29.57708333,2610.745797,NA,660,839334.625,0.008068782,11,NA,11,0,157
3057,106.576761,29.598006,106.57875,29.58375,1598.607536,NA,775,839069.4375,226542.2031,11,NA,11,0,158
3058,106.448889,29.598133,106.46125,29.58208333,2150.311773,NA,405,158997.2969,0.024375655,10,NA,10,0,172
3061,103.771049,29.605003,103.7679167,29.59291667,1379.182092,NA,164,28532.44922,0.018006718,9,NA,9,0,359
3068,106.586774,29.611587,106.57875,29.58375,3194.650108,NA,520,839069.4375,0.132026449,11,1,11,0,158
3069,106.599076,29.618203,106.6595833,29.58875,6711.731305,NA,675,839331.6875,0.401828796,11,NA,11,0,163
3070,107.386338,29.619366,107.3854167,29.64125,2437.746443,NA,249,84662.52344,0.132252902,9,NA,9,0,156
3072,106.61,29.62,106.66375,29.57875,6939.216795,NA,700,839334.375,672863.6875,11,11,11,0,161
3073,106.602995,29.620259,106.66125,29.58375,6950.539089,NA,700,839332.6875,560430.8125,11,11,11,0,156
3074,106.592482,29.620357,106.5829167,29.60791667,1665.761943,NA,315,758273.5625,0.007473605,11,NA,11,0,154
3077,103.752101,29.625156,103.74875,29.64791667,2554.367101,NA,288,33652.31641,0.008276943,9,NA,9,0,362
3099,106.861,29.652,106.8704167,29.65958333,1241.95781,NA,132.5,12.42587471,5.810794353,4,3,4,0,158
3105,106.868,29.657,106.8845833,29.65791667,1607.456492,NA,164.5,20.34793663,11.81616497,4,4,4,0,158
3106,106.868551,29.657453,106.8845833,29.65791667,1551.76766,NA,161,20.34793663,0.042510476,4,NA,4,0,158
3107,106.868766,29.657611,106.88375,29.65791667,1449.895285,NA,150,20.31871986,12.13010788,4,4,4,0.001448,167
3115,106.46515,29.660701,106.45375,29.62125,4528.055,NA,455,158917.4531,131015.8047,10,10,10,0,163
3118,107.192857,29.671457,107.2504167,29.70375,6626.332907,NA,675.85,849773.9375,80003.79688,11,NA,11,0,136
3119,118.242475,29.675375,118.2529167,29.67958333,1113.256886,NA,118,1313.2146,1230.579346,7,7,7,0,134
3120,113.347352,29.677609,113.2970833,29.62125,7938.010923,NA,1900,965822.3125,12705.50586,NA,NA,NA,0,18
3121,106.799,29.683,106.8095833,29.67791667,1169.568533,NA,124,3783.509766,8.628535271,7,3,7,0,174
3122,106.799038,29.68315,106.8095833,29.67791667,1174.54489,NA,120,3783.509766,8.628535271,7,3,7,0,174
3123,106.812464,29.688589,106.81625,29.67708333,1332.114381,NA,140,3810.842529,0.03062368,7,NA,7,0.018829,170
3124,113.9333,29.69,113.8554167,29.74708333,9852.622727,NA,1200,3483.514648,200.9717102,7,NA,7,0,24
3127,114.033,29.693,114.00125,29.69791667,3118.627826,NA,1000,3174.849609,153.3808136,7,NA,7,0,58
3128,118.285,29.6998,118.3020833,29.70875,1929.020276,NA,200,2545.210693,1488.325684,8,7,8,0,122
3129,106.487288,29.699801,106.45125,29.67958333,4148.618312,NA,415,158856.3906,123589.2891,10,10,10,0,166
3131,118.285991,29.701106,118.3020833,29.70875,1773.458383,NA,190,2545.210693,1491.654785,8,7,8,0,122
3132,106.934462,29.705206,106.8870833,29.65291667,7408.043566,NA,815,768584.125,0.218556717,11,NA,11,0,149
3133,118.322431,29.706985,118.33625,29.71458333,1581.326943,NA,168,2688.625732,502.3687439,8,NA,8,0,116
3134,118.33,29.709,118.3420833,29.72125,1795.644398,NA,184,2703.079834,2683.754395,8,8,8,0,123
3137,113.385843,29.714199,113.3720833,29.69541667,2478.239363,NA,1970,925497.5,59423.35156,11,NA,11,0,19
3139,103.758313,29.715414,103.7545833,29.70041667,1707.99816,NA,172,33592.78906,0.013400992,9,NA,9,0,370
3140,113.885,29.71667,113.8695833,29.72375,1685.980951,NA,180,3464.601074,0.025615012,7,NA,7,8.66E-04,28
3143,107.379749,29.71956,107.40875,29.74375,3887.189372,NA,494,934890.25,0.050158318,11,NA,11,0,136
3144,118.721147,29.72104,118.7154167,29.72708333,871.4687449,NA,475,5795.79248,32.75401306,8,NA,8,0,109
3145,115.946,29.729,115.8495833,29.76208333,10020.1756,NA,1850,942247.3125,7477.238281,11,NA,11,0,12
3146,118.715373,29.729447,118.7154167,29.72708333,263.1560272,NA,300,5795.79248,1199.167725,8,NA,8,0,109
3147,118.353765,29.73472,118.35625,29.75291667,2039.833446,NA,207,2727.02002,0.017209599,8,NA,8,0,115
3150,103.808747,29.74204,103.7979167,29.70541667,4209.185683,NA,443,33603.00391,0.077420376,9,NA,9,0,364
3151,103.816564,29.74596,103.7779167,29.74291667,3750.70499,NA,379,33185.17578,30867.96875,9,9,9,0,375
3153,112.423675,29.748614,112.3720833,29.76291667,5233.961331,NA,707,843980.6875,0.02582044,11,NA,11,0,27
3154,106.8409,29.7489,106.8295833,29.74458333,1194.665101,NA,120,3699.538574,1745.087769,7,1,7,0,178
3155,106.839491,29.749461,106.8295833,29.74625,1022.110992,NA,105,3699.24585,3686.684814,7,7,7,0,174
3156,112.421354,29.750109,112.3720833,29.76291667,4970.446439,NA,871,843980.6875,290493.75,11,NA,11,0,27
3157,116.214038,29.750283,116.24375,29.79791667,6029.855044,NA,910,1231809.5,1477.963989,11,NA,11,0,9
3158,118.400576,29.753316,118.39125,29.76458333,1544.493738,NA,155,2905.830078,0.010372417,8,NA,8,0,111
3159,103.538462,29.753554,103.5429167,29.75125,501.1298383,NA,215,12568.32324,10153.28516,9,NA,9,0,410
3164,112.821008,29.756972,112.8445833,29.77208333,2831.922992,NA,806,785692.875,57082.6875,11,NA,11,0,21
3176,113.4333,29.767,113.5145833,29.81291667,9369.706633,NA,2800,1053009.625,0.742617249,11,NA,11,0,20
3179,118.187481,29.770892,118.19625,29.77875,1217.821022,NA,128,867.8783569,866.9547119,7,7,7,0.026572,141
3184,106.492612,29.778765,106.5179167,29.76458333,2910.465126,NA,308,158396.0469,127659.5859,10,NA,10,0,176
3186,106.488969,29.784286,106.5129167,29.77125,2731.24903,NA,278,158365.8125,0.042944312,10,NA,10,0,178
3187,116.256139,29.784389,116.24375,29.79791667,1923.59548,NA,1505,1231809.5,2905.183594,11,NA,11,0,9
3189,112.890378,29.790716,112.92625,29.73791667,6823.660372,NA,980,825230.6875,285157.1563,11,NA,11,0,21
3193,112.892986,29.807578,112.92625,29.73791667,8394.377901,NA,1313,825230.6875,0.019295447,11,NA,11,0,21
3194,106.632064,29.808754,106.6229167,29.79875,1421.593934,NA,150,119.5388794,118.2725754,5,5,5,0.025114,299
3196,118.433,29.814,118.44125,29.82125,1134.130105,NA,130,3031.302979,0.045407977,8,NA,8,0,111
3197,107.0667,29.8167,107.0979167,29.75708333,7289.632718,382,790,848592.0625,0.056820992,11,1,11,0,150
3209,106.440228,29.837039,106.4604167,29.81208333,3393.968392,NA,342,157982.8594,142306.0469,10,10,10,0,185
3212,107.149444,29.841667,107.1420833,29.83541667,994.6334692,NA,100,3225.11792,0.009363546,8,NA,8,0,223
3213,107.149022,29.842139,107.1420833,29.83541667,1004.443106,3248,105,3225.11792,3223.959229,8,8,8,0,223
3214,115.486456,29.844114,115.45125,29.87708333,5002.175277,NA,1490,1328778.375,14.8338089,11,NA,11,0,11
3219,106.67,29.85,106.6620833,29.84291667,1098.199615,NA,115,111.8732376,0.009038248,5,NA,5,0,324
3222,118.49369,29.851792,118.5070833,29.84541667,1475.101988,NA,192,4698.806152,4695.739258,8,8,8,0,108
3225,106.417824,29.854236,106.42875,29.84375,1573.35584,NA,214,157279,123851.0313,10,NA,10,0,179
3234,118.429851,29.863607,118.4420833,29.85791667,1340.079746,NA,138,1592.996948,0.01257649,7,NA,7,0,116
3241,118.430495,29.874951,118.42875,29.86541667,1074.641072,NA,108,1588.383301,861.9894409,7,6,7,0,110
3243,118.431866,29.878689,118.4254167,29.87041667,1111.555588,NA,114,993.4769287,861.5371094,6,6,6,0,111
3244,103.411824,29.879841,103.4304167,29.83208333,5611.221942,NA,572,11791.48535,0.078292079,9,NA,9,0,430
3253,104.727535,29.89232,104.7454167,29.88541667,1889.180699,NA,200,14545.28906,14511.77148,8,8,8,0,328
3255,116.536065,29.903949,116.5604167,29.94125,4770.933819,NA,1034,1404594.625,306103.25,11,NA,11,0,9
3258,116.548,29.91,116.5604167,29.94125,3679.215926,NA,1270,1404594.625,365031.5313,11,2,11,0,9
3262,102.230202,29.916186,102.23125,29.90708333,1018.337499,NA,107,58878.70313,58867.07031,9,9,9,0,1304
3265,113.73,29.92,113.7879167,29.92541667,5620.268664,NA,1170,825192.0625,38635.125,11,NA,11,0,19
3268,106.913228,29.929967,106.9054167,29.92291667,1088.074347,NA,112,1379.674194,0.014117977,7,NA,7,0,194
3269,106.354298,29.944457,106.37875,29.93041667,2829.620641,NA,295,156924.2656,156909.7031,10,10,10,0,191
3276,103.081075,29.960783,103.09625,29.95625,1548.113111,NA,156,10283.32031,0.801778495,9,NA,9,0,535
3282,106.278912,29.982552,106.33625,29.98958333,5583.609125,NA,570,156717.1406,0.070483595,10,NA,10,0,188
3285,102.958696,29.99521,102.97375,30.00125,1599.498198,NA,160,8770.530273,8761.546875,9,9,9,0,574
3290,106.35168,30.010466,106.3620833,30.01541667,1144.264386,NA,218,38933.39453,0.007526497,9,NA,9,0,193
3298,106.014735,30.067917,105.9820833,30.07125,3167.397108,NA,325,29460.44336,22997.01953,8,8,8,0,217
3299,78.2872,30.0761,78.27541667,30.05125,2990.174942,NA,330,21838.82422,0.010577511,9,NA,9,0,320
3301,116.778508,30.087781,116.8479167,30.15458333,9998.255448,NA,1585,1326046.25,1111534.375,11,11,11,0,7
3304,78.3308,30.1328,78.32375,30.12625,996.181586,NA,100,21717.40039,0.04041845,9,NA,9,0,347
3308,111.781608,30.181399,111.7879167,30.17625,834.9250451,NA,264,287.0870361,0.022181576,6,NA,6,0,34
3310,103.884435,30.19965,103.87625,30.15125,5445.136522,NA,565,30683.36328,0.017885296,9,NA,9,0.009724,416
3314,115.093781,30.219619,115.08625,30.23708333,2074.679074,NA,1105,1319015.375,0.204762101,11,NA,11,0,16
3316,115.430939,30.269672,115.4095833,30.26208333,2220.254743,NA,225,1796.298218,1783.323608,7,7,7,0,23
3322,112.248085,30.299131,112.27875,30.23541667,7681.015647,NA,942.5,870713.125,484546.9688,11,11,11,0,31
3324,112.238977,30.301039,112.27875,30.23541667,8245.369654,NA,853,870713.125,113350.0625,11,NA,11,0,31
3325,112.238978,30.301039,112.27875,30.23541667,8245.325066,NA,835,870713.125,113350.0625,11,NA,11,0,31
3329,106.577586,30.328134,106.5520833,30.31875,2663.908301,NA,275,37857.37891,12069.91016,9,NA,9,0,206
3330,106.278755,30.350614,106.24875,30.33958333,3133.180535,NA,320,80202.22656,74008.66406,10,10,10,0,218
3331,105.74836,30.359115,105.74875,30.34375,1710.834227,NA,180,28296.49805,28291.43164,8,8,8,0,248
3334,113.448882,30.38016,113.45125,30.38041667,229.1963002,NA,238,153175.3906,123748.1953,10,NA,10,0,20
3336,114.883169,30.416325,114.85125,30.44458333,4391.117228,NA,1090,1301383.125,404.697998,11,NA,11,0,12
3337,108.142907,30.417333,108.13375,30.40458333,1669.491765,NA,170,739.9886475,33.40475082,6,4,6,0,132
3339,108.125467,30.43815,108.1295833,30.42541667,1471.502475,NA,158,691.7216187,683.6071777,6,6,6,0,131
3340,108.125829,30.438367,108.1295833,30.42541667,1485.979643,NA,150.54,691.7216187,683.3850098,6,6,6,0,131
3341,108.127526,30.440501,108.1279167,30.42708333,1494.118408,NA,150.54,688.6121216,0.065209962,6,1,6,0,134
3343,114.842589,30.441545,114.85125,30.44458333,897.3937909,NA,2678,1301383.125,0.919072449,11,NA,11,0,12
3347,114.829871,30.473899,114.85125,30.44458333,3854.641027,NA,1517,1301383.125,1211810,11,11,11,0,12
3348,111.29544,30.481981,111.30625,30.48958333,1338.499933,NA,380,15452.84961,12733.22656,8,8,8,0,66
